,Content,label
7163,Удобно.,0
7164,Приложение не работает. После ввода пароля тут же закрывается,0
7165,Работает. Пока с проблемами не сталкивалась. Все удобно.,0
7166,Скачай bitkoin crane введи код e08674b21d63b855 и получи на счёт 2600 сатоши отличный кран.,0
7167,Хорошо.,0
7168,"Всё было бы хорошо, но!!! После того, как без предупреждения и возможности отключения эта хрень стала проверять систему, и ладно бы я её сам запустил, но это был автозапуск, да ещё и не ночью, а в самое занятое время - короче, проще через сайт делать всё то же, только контроля больше, а беспредела - меньше!",0
7169,"Долго грузится, а вчера вообще перестал открываться",0
7170,"Удобно, все есть, всегда под рукой. Не надо стоять в банке",0
7171,"Отличное приложение, проблему с проверкой прошивки похоже исправили но у меня все равно не открывается раздел где вклады. Или у меня что то не так?",0
7172,Очень удобно и просто,0
7173,Удобно супер!!!,0
7174,"Все отлично. Просто и удобно. Не надо бежать в банкомат или банк, всё в телефоне",0
7175,"Весьма довольна приложение, но иногда бывает сбои",0
7176,"О чудо, все здорово, быстро и красиво оформлено, пять.",0
7177,Очень удобный,0
7178,Очень отлично,0
7179,Кулл,0
7180,Снимаю две звезды. Все было хорошо. Сегодня зашёл в приложение денег на счету нету. Чуть телефон не выронил. Отправляю смс на номер 900 для проверки баланса деньги наместе. Пробую заходить в приложение несколько раз Баланс ноль.,0
7181,Отлично,0
7182,"Удобное и хорошее приложение. Есть некоторые недочёты, но в общем пока всё устраивает.",0
7183,Отлично работает,0
7184,Меня всё устраивает,0
7185,Очень все быстро и удобно!,0
7186,Норм все норм,0
7187,"Молодцы, очень удобно",0
7188,Удобно просто молодые,0
7189,Алексей,0
7190,"Удобное и отличное приложение, работает быстро",0
7191,"Отличное приложение, пользуюсь уже давно👍",0
7192,"Задолбало ""нет подключения к сети""! Хоть по вайфаю, хоть через симку, что только не пробовал делать. Раз на 10й получается войти, а ведь каждый раз идёт какая то проверка минуты две. Дурдом. Почините. Redmi note 3, время выставлено правильно, соединение с сетью есть.",0
7193,"Тормозит из за антивируса. Ну и ни одна функция не работает из за рут прав на телефоне, приложение практически бесполезно.",0
7194,"Встроенный в приложение антивирус конфликтует с защитой на телефоне в виде другого антивируса (Avast). При попытке запуска приложения приходит СМС, подтверждающая вход с устройства, но сама программа вместо входа и загрузки личных данных возвращается на окно логина. Возможно так же играет роль наличие рута на телефоне. Введите возможность отключать встроенный в приложение антивирус или опцию игнорирования потенциальных угроз.",0
7195,Отличная работа,0
7196,Все окей,0
7197,Отлично,0
7198,"Не работала программа, говорила, что у меня рут права, хотя их не было.",0
7199,Удобное и нужное мобильное приложение. Можно произвести ряд операций не тратя время в обычном банке.,0
7200,Татьяна Татьяна,0
7201,Пока все нравится,0
7202,Понравилось очень удобно и быстро,0
7203,"Всё хорошо, да только войти не возможно, постоянно пишет сбой сети... Ну вот вроде бы поправили и всё заработало......",0
7204,Для моих потребностей очень хорошая программа очень понравился доступ по отпечатку не надо вводить пароль,0
7205,Удобно),0
7206,"Приложение дрянь. Вход со второго раза. Поступление не посмотреть, ещё много косяков.",0
7207,Все удобно и хорошо. Но счетчик push уведомлений не обновляется и в приложение выходишь только со второй попытки.,0
7208,"Пока два минуса: 1, при оплате штрафов гибдд не учитывается скидка!!!! 2, при входе почти всегда два раза трбует пин код (это больше на глюк похоже).",0
7209,"Не могу скачать приложение, ошибка 963",0
7210,Замечательно,0
7211,Лучше работать,0
7212,"Приложение неплохое, всё удобно и быстро. Можно еще попробовать добавить разбивку по расходам, скколько потратил в месяц по сферам.",0
7213,"Третий день пытаюсь запустить приложение, но без результатно. Все останавливается на стадии ренистрации устройства. Печаль.",0
7214,Неплохо. Но косяки случаются,0
7215,Все устраивает,0
7216,Очень удобное приложение.,0
7217,Очень довольна!,0
7218,Иногда не сразу запускается и долго проверяет антивирус. Но в общем приложение очень удобное.,0
7219,Супер,0
7220,Вообще после обновления не могу зайти в приложение,0
7221,Отлично,0
7222,Лучший банк онлайн в мобильном!!!!!,0
7223,Работает хорошо,0
7224,"Все работает нормально на всех телефонах которые были и есть , Lg g3, lenovo p780, hiscren тоже нормаль. Все нравится пока. Теперь и соня z3+ тоже справляется на ура! Очень выручало это приложение! Теперь и на One+3t огонь)))",0
7225,Всё отлично.,0
7226,Супер пупер,0
7227,Очень удобно!!!экономит кучу времени!!!,0
7228,"До предпоследнего обновления работа приложения вообще никаких вопросов не вызывала. После обновления не могу войти в приложение, пишет, что необходима проверка антивирусом. Ну так проверяйте! Почему не могу войти? Обновить приложение тоже не получается. Само обновление скачивается, но не устанавливается. Буду удалять. Зачем нужно приложение, в которое не могу войти! Девайс ASUS ZenFone 2 Deluxe SE.",0
7229,Зайти в приложение получается только после повторного ввода пароля,0
7230,Все нравится,0
7231,Очень удобно и просто,0
7232,Всё отлично ! Так держать!,0
7233,В целом удобно и быстро,0
7234,Очень классно!!!!,0
7235,Все работает,0
7236,Нормуль.,0
7237,"Обратил внимание, если надо быстро перевести кому-либо деньги, то я обычно говорю - Подождите, минуты 3-4,... ЩАС ОТКРОЕТСЯ!(!!?!?!) Это нормально по-вашему??? Инициализация антивируса! &! Проверка прошивки! &, обязательно теперь ВВОДИТЬ ПАРОЛЬ НУЖНО ДВАЖДЫ!!! Можно подумать, без этого дерьма не работало! Ведь работало же нормально! Иногда вообще зависает на приветствии, и капздец - все заново делай! Интернет не причём! Эта прога всегда так открывается!!! Внутри вроде терпимо работает! Но вход! это нервотрёп какой-то!",0
7238,"Пока что не лагает, всё отлично)",0
7239,"После установки антивируса это теперь паршивое дерьмо,а не приложение. Тормозит ужасно,и больше не работает на устройствах с неоригинальной прошивкой,если ты вынужден был установить другое ПО,то ты больше не сможешь пользоваться сбербанком,испоганили всё приложение.",0
7240,Очень удобно),0
7241,"Приложение удобно, но есть недоработки. Пропадают настройки автоплатежей и сканирование QR кодов часто ни к чему не приводии. ""Нет такого получателя"" или нечто подобное.",0
7242,Не запускается,0
7243,"Просто,удобно и не надо бежать до банкомата",0
7244,Просто в восторге),0
7245,По,0
7246,Хорошо,0
7247,Надеюсь дальше будет работать только лучше!,0
7248,Очень удобное приложение,0
7249,Приложение супер,0
7250,Очень удобно.,0
7251,Удобно,0
7252,Хорошо,0
7253,Мне нравится,0
7254,Всё как всегда,0
7255,Лично меня всё устраивает,0
7256,"После обновления не заходит,пишет смс пароль придёт через 600 секунд,в течении недели нечего непришло.тупая программа и тупые разработчики.",0
7257,Приложение хорошое,0
7258,Отлично,0
7259,Все отлично,0
7260,Супер.спасибо.,0
7261,Просто. Удобно. Быстро.,0
7262,Очень быстро. Классное приложение. Просто отлично.,0
7263,Неплохо,0
7264,Снимаю звезду т.к. раздражает ввод пароля два раза при входе. Хотя комментарии все равно никто не читает....,0
7265,Отлично.,0
7266,"Какие нафиг рут-права? Телефон с салона. Антивирус встроенный вообще трэш. Отдайте паспорта программистам, может тогда они нормальную версию допилят",0
7267,"Всё нормально, всё работает",0
7268,"Ништяк, практично, удобно))",0
7269,Удобно,0
7270,Очень удобно и практично.,0
7271,Хорошая выгодная связь,0
7272,Все супер мне нравиться спасибки,0
7273,Всё круто,0
7274,То что надо!!!,0
7275,Удобно,0
7276,Очень удобно,0
7277,Все отлично работает) очень удобно.,0
7278,"Несколько раз устанавливал, перезагружал и бесполезно. Устанавливает не полную версию. Тоесть я могу работать только со сваими считами и всё. Ни какие другие переводы я делать не могу. Уберите нахрен этот антивирус",0
7279,Не могу зарегистрировать карту. Выдаёт фразу: что-то пошло не так. Попробуйте через несколько минут. И это уже второй день подряд. Звонила в банк. Говорят что нет интернета. Ну как нет его если все остальное работает.,0
7280,Мгновенные переводы,0
7281,Все очень хорошо и легко,0
7282,Все классно.доволен!,0
7283,После обнавления в нужный момент когда надо было срочно перевести деньги столкнулся с проблемой. Теперь я не могу переводить большие суммы без звонка в банк где спрашивают ключевое слово которое я конечно же не помню! Пришлось бежать и занимать деньги потому что карты с собой небыло и я расчитывал что как обычно просто переведу их через приложение. Это конечно всё решимо но осадок остался!,0
7284,Меня всё устраивает.,0
7285,Удобно. Доступно. Легко разобраться.,0
7286,👍👍👍,0
7287,"Быстро, удобно, а главное, не сложно! Спасибо за комфорт!",0
7288,Норм!!!,0
7289,"Программа гемор, пользоваться не удобно. Удалю нахрен.",0
7290,"Хорош,почти не лагает",0
7291,очень удобное приложение,0
7292,"Какое вам дело до root-прав? То что вы ограничили доступ девайсам с root-ом ничего не даст, а только усложнит жизнь многим людям, которые между прочим ваши верные клиенты. Очень сильно в Вас разочарован, надеюсь вы исправите данный косяк с вашей стороны, иначе рейтинги приложения упадут до нуля.",0
7293,Очень удобное приложение!,0
7294,Все отлично работает.,0
7295,Не устанавливается. Пишет ошибку. Раньше проблем не было.,0
7296,👍,0
7297,Отлично...банк всегда под рукой,0
7298,Гуд,0
7299,отлично,0
7300,Глючит не становится на устройство,0
7301,Всё хорошо.,0
7302,Все в норме,0
7303,Очень удобное приложение.,0
7304,Претензий нет работает четко,0
7305,"Плохое приложение получилось. Без wi-fi или хорошего(даже отличного 3G)очень долго получает информацию с банка. Сейчас ищю где безопасно скачать предыдущию версию, защищаться лучше шаблонами чем паролем из пять символов.",0
7306,"Спасибо всем, кто пишет отзывы! Удаляю приложение ...",0
7307,Мне нравится.,0
7308,Сделать обновление необходимым для продолжения работы и прикрываться стыдливой фразой про плохой интернет- залог успеха. Да прям таки высший пилотаж. И еще исчезли из просмотра последние операции по карте .,0
7309,"Отличное приложение,пользуюсь регулярно",0
7310,Супер удобно,0
7311,Класный,0
7312,"При выходе из просмотра последних действий по карте, выкидывает с ошибкой. Отображает некорректно снятие наличных в белорусской валюте... Копилка подключена, а отредактировать её негде, и не видно что она подключена...",0
7313,Не грузится обновление.,0
7314,Хороши,0
7315,"в виндовс фон приложение намного проще и удобнее, и на вид лучше...по функционалу то же самое конечно почти, но там лучше все равно... и грузится там быстрее... я понимаю конечно что это с безопасностью связано, но нельзя ли как-то ускорить?",0
7316,Норм,0
7317,Очень удобная программка,0
7318,Удобно Быстро Просто,0
7319,Всё работает хорошо,0
7320,Круто,0
7321,Все на высоте!!!,0
7322,На российском рынке в лидерах.,0
7323,"Если удалить приложения, телефон работает намного быстрее! Пин код не берет с первого раза, по три раза входишь....",0
7324,Всё очень удобно.,0
7325,Спасибо 😊 😇,0
7326,Очень удобное приложение!!!,0
7327,Отличное приложение!!!,0
7328,"Буду краток - удивили, понравилось, пользуюсь. Спасибо...",0
7329,"Я не могу выполнить вход после удаления приложения, ввел логин и ни как не дождался пароля с СМС кодом!",0
7330,Илья,0
7331,Очень удобное приложение,0
7332,Все работает прекрасно!,0
7333,👍👍👍,0
7334,Удобно.Доступно.Распространено.,0
7335,Очень долгая инициализация. Периодически сбрасывается возможность входа по отпечатку пальца,0
7336,Ochen bistro,0
7337,"Хорошее приложение, пока все устраивает.",0
7338,Всё супер,0
7339,Отлично!,0
7340,"Приложение хорошее, но часто приходится переустанавливать",0
7341,Хорошая программа,0
7342,Работает нормально.,0
7343,Очень удобно и практично. Пока все устраивает и без сбоев.,0
7344,Очень удобно спасибо за приложения,0
7345,Meizu владельцев обделили( у всех якобы проблемы с прошивкой. Разрабы игнорят проблему.,0
7346,"Я доволен. Жрёт ресурсы, но оправдано. Приходится отключать поэтому хорошо",0
7347,Не работает nfc-считывание бесконтактных карт android 7.0,0
7348,Все четка,0
7349,"1.Установлен известный антивирусник, и скачиваний и обновлений не было. Но встроенный в сбер антивирусник решил, что появились они... Ограничил функционал, спрашивает удалить, но не может этого сделать. 2. При входе приходится постоянно два раза вводить пароль.",0
7350,"Шикарное удобное приложение! Пользуюсь каждый день! Вот ещё бы была возможность переводить друг другу бонусы ""спасибо"", было бы прекрасно!!!",0
7351,Удобно. Не нужно стоять в очередях ),0
7352,Приложение очень хорошее,0
7353,"Отлично, спасибо, молодцы, удобно!",0
7354,Очень удобно. Работает все быстро и качественно.,0
7355,Хорошо),0
7356,отичное приложения,0
7357,Работает исправно. Ничего плохого не могу сказать. Мне нравиться.,0
7358,Мне нравится.посоветовал всем своим.пользуются и довольны.Спасибо.все ок,0
7359,"Удобное приложение, пока проблем не возникало.",0
7360,Очень довольна. Крайне удобно.,0
7361,"Удобное приложение, но стремиться к лучшему еще надо",0
7362,Отлично.Очень нравится! !!,0
7363,Мне нравится!,0
7364,"Молодцы ребята, супер! И спасибо вам огромное за хорошее приложения!",0
7365,"спасает, что ещё сказать",0
7366,"Все раньше работало хорошо, сейчас каждый раз ждёшь пока проверит прошивку, при входе в избранное наглухо зависает, просит отправить отчёт и перезапуска программу. Когда в РОССИИ перестанут портить то, что хорошо работало? Sony z3 compact",0
7367,"На днях установила ,было нормально всё. Не заходила два дня, на третий день не могу зайти и не регистрирует. Не приходит последний код,а пишет что смс с кодом мне отправлена. Весь день пытаюсь безуспешно зайти. Не регистрирует, прежний логин не запускает в приложение.Удалила и заново установила, ничего не изменилось.",0
7368,Супер удобно и экономия времени,0
7369,"Быстро, очень удобно",0
7370,Очень удобно,0
7371,Удобное приложение.,0
7372,Спасибо,0
7373,Куда пропал отпечаток пальца???????,0
7374,Выдает ошибку и закрывается,0
7375,Всё работает. Претензий пока нет.,0
7376,Денис,0
7377,удобное приложение,0
7378,Просто и быстро,0
7379,"Удобно, понятный интерфейс.",0
7380,"Удобно очень. Всё есть. У меня телефон в стоковом состоянии и никаких глюков, всё отлично. Редми нот 3",0
7381,Удобно,0
7382,Всё ок,0
7383,Удобно,0
7384,Очень удобно.Спасибо!,0
7385,Достойное приложение для нынешних времён.,0
7386,После ввода пароля и приветствия приложение стало закрываться,0
7387,"Всё отлично,спасибо.",0
7388,Отлично работает!!!,0
7389,Спасибо 😉,0
7390,После обновления не работает. Роот права какие-то пишите. Бред какой-то до обновления все работало.,0
7391,Очень удобное.,0
7392,"Хорошее приложение. Работает стабильно, но новый дизайн не очень нравится. Было бы неплохо сделать выбор дизайна. А еще неплохо бы добавить кнопку ""изменить шаблон""",0
7393,Все очень наглядно и удобно! Спасибо!,0
7394,Очень хорошее приложение,0
7395,Приложении супер,0
7396,Чёткая тема.,0
7397,"Так и не понял, зачем мне его установили консультанты не спросив, нужно ли оно мне.-_-",0
7398,пока все хорошо.,0
7399,Отличное приложения,0
7400,Пока всё работает!,0
7401,"Службам сбербанка России,далеко до совершенства!",0
7402,Все норм,0
7403,Удобно спасибо.,0
7404,"Не обновляется, не загружается...",0
7405,☆☆☆☆☆,0
7406,Удобно!!!,0
7407,Все удобно,0
7408,"Постоянно при входе зависает,выкидывает,по отпечатку не работает. После обновления плохо все стало.",0
7409,"Меня все устраивает. Приложение не тупит. Многие пишут о зависании приложения после обновления с антивирусом, я такого не наблюдала.",0
7410,Быстро,0
7411,Супер,0
7412,Все супер,0
7413,Очень удобно!,0
7414,"Удобно а главное просто,всегда под рукой...",0
7415,Никада,0
7416,Не приходит смс с паролем,0
7417,Все удобно,0
7418,Andrew,0
7419,УДОБНО!!!,0
7420,"Мне очень нравится это приложение, всё понятно и доступно 👍",0
7421,СПАСИБО!,0
7422,класс,0
7423,После обновления приходится вводить пин 2 раза в приложение.,0
7424,Мне все нравится) Сбер красава),0
7425,Все просто и понятно!!! Очень удобно.,0
7426,"Очень неплохо. Радует что много операций и платежей можно делать и всё в телефоне, в кармане. Один минус то что если стирёшь приложение повторно почему-то очень долго проходишь регистрацию.",0
7427,Норм,0
7428,Здоровско,0
7429,"Доволен,спасибо.",0
7430,Ок,0
7431,Хорошее приложение,0
7432,Очень удобно,0
7433,Приятное приложение,0
7434,Отличное приложения,0
7435,Спасибо,0
7436,Отличное приложение,0
7437,Супер,0
7438,Очень удобно! Спасибо,0
7439,"Очень удобно, а главное все понятно и просто в обращении.",0
7440,Отличное приложение.,0
7441,"Раньше было все отлично, сейчас при входе в приложении вылетает и невозможно пользоваться. Я очень расстроен, исправьте, пожалуйста. Мой девайс xiaomi redmi 3s",0
7442,Отлично работает,0
7443,Проще и удобнее чем сбербанк онлайн.,0
7444,Четко все,0
7445,Работает с перебоями и тормозами,0
7446,Быстро удобно и надеюсь безопасно,0
7447,"Отлично и очень удобно, Спасибо",0
7448,Нраица!,0
7449,Все супер стало мне удобно!,0
7450,Убрали отпечаток пальца..,0
7451,"После обновления приложение сообщило что у меня рут-доступ или модифицированная прошивка, повторная установка приложения не дала толку, поэтому приложение отправилось в корзину. До этого все устраивало.",0
7452,Очень удобное приложение,0
7453,Не смог пересла ь 100 рублей на мамин телефон,0
7454,"Нужен нормальный мониторинг трат с полной историей по категориям, юзабельность - печаль",0
7455,"Иногда виснет, но не критично",0
7456,Удобное приложение 🙌🙌,0
7457,Что делать если я нахожусь за границей и потерял устройство с мобильном банком?как его заблокировать?,0
7458,"Криворукие идиоты, больше никаких слов для сбербанка я не нашла. Заблокировали личный кабинет при оплате квитанции ЖКХ, оформленной на моё же имя. Подозрительно им показалось, что я оплачиваю квартплату, придурки. Теперь чтобы получить какой-то код активации надо идти к ближайшему банкомату. Сбербанки, вы придурки конченые. На фиг мне ваше приложение, когда я должна бегать к банкомату??? Идиоты.",0
7459,Мне всё очень нравится,0
7460,"Всё супер, пользуюсь уже год.",0
7461,"Мнение практически у всех одно и тоже, замечания тоже одинаковые, так стоит ли повторяться, разве это что-то изменит???!!!",0
7462,Господи оно почти бесподобно,0
7463,Четко. А есть какие-нибудь акции? Хотелось бы подзаработать. Может одним переводом выиграю что-то. Не бывает такое?,0
7464,Все good,0
7465,Все круто,0
7466,Очень удобно,0
7467,Всё ОК!,0
7468,Нравится,0
7469,Все хорошо работает,0
7470,"Мне надоело вводить пароль по 2-3 раза,решите этот баг!",0
7471,Харашо работает спасиба вам,0
7472,Все супер!,0
7473,Все классно удобно,0
7474,Отличное приложение!,0
7475,👍👍,0
7476,Крутое приложение,0
7477,"Вполне достойное приложение. Плачу через него налоги. Сохрание чеков, квитанций и проч. важные функции. Недостаток: Если плачу не я сама, а с меня списывает, например гугл или майкросрфт за подписку - то эту квитанцию не получить никакими силами. То есть в Сбербанк онлайне иногда даже нет упоминания о списании. Звонок в отделение банка, рекомендованный службой поддержки и личное посещение не помогло. Считаю ВСЕ ДОКУМЕНТЫ и на списание и на поступление должны иметь возможность, при необходимости, по запросу формироваться в формате pdf и направляться на почту пользователя приложения.",0
7478,"Отличное приложение, очень удобное! Лично для меня вообще незаменимо!",0
7479,👍!!!,0
7480,"Приложение просто класс удобно, просто и быстро спасибо вам！",0
7481,Отличное приложение!экономит много времени!,0
7482,Работает. Больше ничего и не требуется.,0
7483,Не то чтобы что-то увидеть! В кабинет войти даже не возможно! Пишет: не удалось получить ответ от сервера. отсутствует подключение к сети. А с инетом все в порядке.,0
7484,Супер прога,0
7485,Почему прилож.скачивается в беспрерывной загрузке.До обновы было всё норм.Исправьте плиз.2 месяц жду.ASUS ZenFone2,0
7486,Бред какой-то! Не могу войти,0
7487,"Могу сказать что стало ещё удобнее. А то что антивирь кому то мешает, лучше небольшие неудобства чем уйдут деньги неизвестно куда.",0
7488,Хорошее такое приложение,0
7489,Всё устраивает.,0
7490,Хорошее приложение,0
7491,Удобно. Легко следить за счетом.,0
7492,"Отличное приложение,возможностей много!",0
7493,"У него два состояния: или висит, или падает - рабочего не дано.",0
7494,Все отлично,0
7495,"Три раза переустанавливал, так и войти не мог. Раньше хорошо было",0
7496,"Моё мнение не изменилось,все супер!",0
7497,"Очень удобно, все в одном не выходя из дома! Класс! СПС!",0
7498,Супер,0
7499,Очень удобно и просто,0
7500,Ок,0
7501,"Установил данное приложение, при запуске пишет, что телефон рутирован и никаких операций с переводами сделать не дает, хотя телефон из коробки и рутирован никогда не был. Поставлю 5 звезд, если исправите, телефон Samsung Galaxy S5 Duos",0
7502,Нравится,0
7503,Мне очень нравится приложение все легко и просто,0
7504,Очень часто не доступен сервис,0
7505,"Сменил симкарту (купил новый аппарат, он использует наносимкарту, номер прежний) приложение не работает, надоели танцы с бубном(((((, приложение удаляю к чертям!!",0
7506,"Отличное приложение. Доступно почти все , что в интернет-банке( шаблоны. Платежи по реквизитам. История платежей) Мне удобно. Спасибо.",0
7507,Уберите свой ненужный антивирус,0
7508,"Все устраивает, хорошее а самое главное полезное приложение.",0
7509,"Приложение хорошие, но хотелось бы чтобы оно было по детализации как в Apple Store!",0
7510,Добрый день! Все ок,0
7511,Очень удобно),0
7512,"Телефон у меня мизу м3ноте. Постоянно то видет у меня рут права, то не видет... (я ничего не делаю, просто закрываю приложение а чуть позже открываю - пользуюсь в обычном режиме кароче) - вы определитесь уже видеть у меня рут права или их всё-таки нету! Я устал постоянно проходить привязку личного кабинета к приложению после ""исчезания"" рут прав...",0
7513,Мне все нравится),0
7514,Хорошее приложение. Много операций можно провести не выходя из дома),0
7515,Удобно очен!!!!,0
7516,супер),0
7517,В последнее время работает хорошо.,0
7518,"Не понятно. Как и когда перечисляются деньги в копилку. Открыл счёт по 10% от покупок по карте. За два дня совершил около 15 покупок и оплат картой, а перечислено было только два раза и не ясно с каких. Как контролировать???? Исправьте. И жду ответа на отзыв.",0
7519,Удобно,0
7520,Пока все нравится,0
7521,"Просто и удобно. Некоторых опций нехватает, но это мелочи.",0
7522,Не могу скачать приложение.,0
7523,Всё нормально кроме одного . Зачем показывать на ярлыке колличество заходов в приложение ??? Исправьте эту глупость !,0
7524,"Неплохо, весьма",0
7525,Полностью доволен. Николай,0
7526,Кредит погашен 3 дня назад в отделении сбербанка. В закладке кредит указано что не погашен. При попытке зайти в закладку кредит вся программа вылетает и пишет отчет об ошибке.,0
7527,"Выдаёт какую то проблему с вирусом, и не заходит",0
7528,Супер,0
7529,Меня устраивает,0
7530,Удобно,0
7531,"Все отлично,иногда что то не получается ,но скорее всего по причине интернета,приложение супер!",0
7532,Удобно и понятно,0
7533,Работает хорошо! Ни одной проблемы за все время использования.,0
7534,Lidia,0
7535,Все четко,0
7536,Пошли нах,0
7537,Все услуги удобны в. Можно из дома не выходить.,0
7538,Очень удобно и классно,0
7539,"Очень удобно все! Но следите за безопасностью, интернет это хрупкая вещь!!",0
7540,самсунг j5 prime при нажатие кнопки назад вылетает,0
7541,Отлично!,0
7542,Удобно.,0
7543,Хорошо работает,0
7544,Хорошо работает,0
7545,"Очень удобное приложение, быстро работает, сохраняются все данные",0
7546,"Очень удобное приложение, рекомендую",0
7547,Запускаешь приложение входишь в ограниченную версию. Запускаешь заново спрашивает регистрацию проходишь пользуешься полной версией до последующего запуска и так до бесконечности.,0
7548,всё нравится,0
7549,"Все пучком,работают люди...😉",0
7550,Приложение супер!!,0
7551,Все в поряде,0
7552,Всё устраивает,0
7553,"Почему то если я перевела деньги мне пишут, что я не могу больше перевести денег . Хотя деньги на карте есть!",0
7554,Ужас,0
7555,"Отличное приложение. Постоянно им пользуюсь, удобно, быстро. Спасибо большое разработчикам!!",0
7556,Отлично,0
7557,Пользовался на виндусфоне теперь буду на андройде. Пока что 5 звёзд!,0
7558,Все устраивает! Очень удобно пользоваться! Спасибо!,0
7559,Отличное приложение!,0
7560,Очень удобно. Приятно удивлен сервисом сбербанка. Вопросов и нареканий пока никаких.,0
7561,Круто,0
7562,"Незнаю как у других,у меня закачалос ь и всё.Запрашивает пароль через смс,а пароль не приходит на телефон.",0
7563,МНЕ нравится всё.Классно,0
7564,Всё очень неплохо,0
7565,Антивирус ограничил функционал из-за рут- прав. Прекрасно!,0
7566,Топ,0
7567,Хорошо,0
7568,Thanks a lot!,0
7569,Fast,0
7570,Excellent app!,0
7571,Très bien set produits!,0
7572,Очень просто и понятно.,0
7573,Отлично,0
7574,Иногда выходит надпись ошибка сбербанка. И бывает программа вылетает,0
7575,Все ок,0
7576,Очень нравится,0
7577,Супер приложение,0
7578,Спасибо за все,0
7579,"Мне нравиться приложение, все работает,телефон Mi, нет нареканий.",0
7580,Очень полезно и выгодно совершать банковские операции,0
7581,Удобно производить оплату и следить за расходом средств.,0
7582,Все работает),0
7583,Все очень круто и удобно,0
7584,Все хорошо,0
7585,Супер,0
7586,Все актуально,0
7587,Отличное приложение,0
7588,Приложения хорошее работает без сбоев.,0
7589,"Невозможно подключиться, постоянно вылетант",0
7590,Пока все нормально,0
7591,"Слов нет,одни эмоции. Отлично",0
7592,Очень удобно!,0
7593,Нормас,0
7594,Классное приложение!!!!,0
7595,Пользуюсь помогает,0
7596,Я очень рад что использую это приложение...спасибо,0
7597,Много раз подряд просит ввести пароль при открытии приложения. Немного раздражает...,0
7598,Все супер!!!,0
7599,Какого хера вам мешает мой рут.,0
7600,Нужное приложение.,0
7601,Очень удобное приложение,0
7602,"Доходчиво, всё удобно и по сути, ничего лишнего. Быстрое обслуживание.",0
7603,"Освобождение от рутины по бытовым операциям. Удобно пользоваться шаблонами. Доволен, рекомендую.",0
7604,"Не обновляется ,бесконечная загрузка обновлений!!:(",0
7605,Отличное приложение,0
7606,Отлично,0
7607,"Очень медленно работает, вылетает, зависает.",0
7608,С появлением данного приложения стало очень удобно управлять банковскими опеиациями,0
7609,Очень хотелось бы чтобы из приложения можно было открыть дополнительный счет. Приложения других банков это позволяют- очень удобно! Ждем этой возможности и от вас!!! Ну и вход в приложение с 3-4 го ввода пароля!!! Злит((( в остальном все отлично!,0
